ulpin,compensation_gap_index,compensation_gap_band,compensation_gap_reason,litigation_propensity_score,litigation_propensity_band,litigation_propensity_reason,heir_claim_count,undocumented_claims,contested_claims,share_total_pct,succession_risk_band,succession_reason
29-009-012-200674,27.99,Low,Only 21% of the sanctioned award has actually been disbursed,5.86,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-009-013-663209,46.81,Medium,Compensation sanctioned is 32% below the circle-rate benchmark,28.79,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-009-013-979296,45.12,Medium,Compensation sanctioned is 32% below the circle-rate benchmark,6.29,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-009-015-531038,17.27,Low,Compensation is close to the circle-rate benchmark and largely disbursed,8.1,Low,"Clear title, no live litigation on record",4,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
29-009-015-901494,41.41,Medium,Compensation sanctioned is 31% below the circle-rate benchmark,36.69,Medium,Dispute at Filed with 1 matter(s) on file,2,1,1,100.0,High,Competing heirship claims over the same parcel
29-009-016-192964,33.44,Medium,Only 35% of the sanctioned award has actually been disbursed,66.88,High,A court stay is in force — the acquisition cannot proceed until it is vacated,1,1,0,96.8,Medium,1 heir claim(s) without documentary proof — mutation not established
29-009-016-679482,43.94,Medium,Only 49% of the sanctioned award has actually been disbursed,56.28,Medium,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-009-016-811799,63.55,Medium,Compensation sanctioned is 48% below the circle-rate benchmark,34.0,Medium,Dispute at Under Hearing with 3 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-009-017-318719,57.11,Medium,Compensation sanctioned is 25% below the circle-rate benchmark,35.14,Medium,Dispute at Filed with 2 matter(s) on file,4,2,0,98.3,Medium,2 heir claim(s) without documentary proof — mutation not established
29-009-018-330872,36.97,Medium,Compensation sanctioned is 36% below the circle-rate benchmark,41.32,Medium,Dispute at Filed with 3 matter(s) on file,1,0,0,95.8,Low,All heirship claims documented
29-009-019-414479,39.96,Medium,Compensation sanctioned is 30% below the circle-rate benchmark,24.06,Low,Title is partial over fragmented holdings — objection risk at award,3,1,0,93.2,Medium,1 heir claim(s) without documentary proof — mutation not established
29-009-020-506475,79.17,High,Compensation sanctioned is 55% below the circle-rate benchmark,34.26,Medium,Dispute at Filed with 4 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-009-020-946469,72.11,High,Compensation sanctioned is 55% below the circle-rate benchmark,49.33,Medium,Dispute at Filed with 4 matter(s) on file,4,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
29-009-021-996364,38.2,Medium,Compensation sanctioned is 27% below the circle-rate benchmark,43.84,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-009-022-214448,26.38,Low,Compensation is close to the circle-rate benchmark and largely disbursed,62.74,Medium,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-009-023-846911,33.45,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,61.44,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-009-024-146793,42.25,Medium,Compensation sanctioned is 34% below the circle-rate benchmark,79.4,High,A court stay is in force — the acquisition cannot proceed until it is vacated,2,1,0,96.3,Medium,1 heir claim(s) without documentary proof — mutation not established
29-018-001-407034,14.28,Low,Compensation is close to the circle-rate benchmark and largely disbursed,23.41,Low,Dispute at Filed with 1 matter(s) on file,3,0,0,100.0,Medium,3 heirs on one parcel — consent risk at award
29-018-002-309194,53.25,Medium,Only 49% of the sanctioned award has actually been disbursed,34.39,Medium,Dispute at Filed with 4 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-018-003-950223,37.84,Medium,Compensation sanctioned is 31% below the circle-rate benchmark,60.39,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,4,2,0,94.1,Medium,2 heir claim(s) without documentary proof — mutation not established
29-018-006-070607,65.42,Medium,Compensation sanctioned is 36% below the circle-rate benchmark,45.81,Medium,Title is disputed over fragmented holdings — objection risk at award,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-018-007-197634,38.74,Medium,Compensation sanctioned is 31% below the circle-rate benchmark,64.07,Medium,Dispute at Filed with 5 matter(s) on file,3,0,0,94.7,Medium,3 heirs on one parcel — consent risk at award
29-018-008-164220,31.97,Low,Compensation is close to the circle-rate benchmark and largely disbursed,54.62,Medium,Dispute at Filed with 4 matter(s) on file,4,1,1,97.3,High,Competing heirship claims over the same parcel
29-018-010-276444,32.06,Low,Compensation is close to the circle-rate benchmark and largely disbursed,6.3,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-018-010-881797,32.76,Low,Compensation is close to the circle-rate benchmark and largely disbursed,4.68,Low,"Clear title, no live litigation on record",2,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
29-018-011-534431,48.62,Medium,Only 47% of the sanctioned award has actually been disbursed,68.31,High,A court stay is in force — the acquisition cannot proceed until it is vacated,1,0,0,83.0,Low,All heirship claims documented
29-018-013-003927,44.09,Medium,Compensation sanctioned is 36% below the circle-rate benchmark,61.64,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,1,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
29-018-013-657486,80.25,High,Compensation sanctioned is 57% below the circle-rate benchmark,28.9,Low,Dispute at Under Hearing with 1 matter(s) on file,3,2,0,100.0,Medium,2 heir claim(s) without documentary proof — mutation not established
29-018-014-922306,38.76,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,46.38,Medium,Dispute at Under Hearing with 1 matter(s) on file,2,0,0,100.0,Low,All heirship claims documented
29-018-016-141916,25.42,Low,Compensation is close to the circle-rate benchmark and largely disbursed,24.68,Low,Title is partial over fragmented holdings — objection risk at award,1,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
29-018-016-583426,42.1,Medium,Only 39% of the sanctioned award has actually been disbursed,46.06,Medium,Dispute at Under Hearing with 4 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-018-016-842919,63.37,Medium,Compensation sanctioned is 41% below the circle-rate benchmark,33.72,Medium,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-018-017-640746,32.94,Low,Only 27% of the sanctioned award has actually been disbursed,47.37,Medium,Dispute at Under Hearing with 3 matter(s) on file,2,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
29-018-018-118244,42.45,Medium,Compensation sanctioned is 40% below the circle-rate benchmark,39.16,Medium,Dispute at Under Hearing with 3 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-018-019-080916,92.93,High,Compensation sanctioned is 65% below the circle-rate benchmark,26.55,Low,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-018-021-168743,44.44,Medium,Only 38% of the sanctioned award has actually been disbursed,14.01,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-018-024-878590,92.44,High,Compensation sanctioned is 61% below the circle-rate benchmark,35.79,Medium,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-002-099610,52.09,Medium,Compensation sanctioned is 29% below the circle-rate benchmark,39.64,Medium,Dispute at Under Hearing with 2 matter(s) on file,2,2,0,96.9,Medium,2 heir claim(s) without documentary proof — mutation not established
29-022-003-474706,52.78,Medium,Compensation sanctioned is 38% below the circle-rate benchmark,6.39,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-003-480081,56.85,Medium,Compensation sanctioned is 40% below the circle-rate benchmark,82.09,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-004-218882,52.02,Medium,Only 8% of the sanctioned award has actually been disbursed,49.41,Medium,Dispute at Under Hearing with 4 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-004-754634,36.31,Medium,Compensation sanctioned is 29% below the circle-rate benchmark,30.68,Low,Dispute at Filed with 4 matter(s) on file,4,1,1,100.0,High,Competing heirship claims over the same parcel
29-022-004-788633,51.55,Medium,Only 37% of the sanctioned award has actually been disbursed,30.62,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-004-891765,32.96,Low,Only 41% of the sanctioned award has actually been disbursed,51.99,Medium,Dispute at Filed with 1 matter(s) on file,4,2,0,100.0,Medium,2 heir claim(s) without documentary proof — mutation not established
29-022-005-835678,61.62,Medium,Compensation sanctioned is 52% below the circle-rate benchmark,79.85,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-006-554201,50.62,Medium,Only 31% of the sanctioned award has actually been disbursed,50.48,Medium,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-006-882933,73.64,High,Compensation sanctioned is 59% below the circle-rate benchmark,20.5,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-007-575490,61.65,Medium,Compensation sanctioned is 40% below the circle-rate benchmark,39.17,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-007-695968,37.1,Medium,Compensation sanctioned is 25% below the circle-rate benchmark,14.32,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-008-374630,71.82,High,Compensation sanctioned is 55% below the circle-rate benchmark,45.41,Medium,Dispute at Filed with 3 matter(s) on file,3,0,2,95.5,High,Competing heirship claims over the same parcel
29-022-008-775897,26.58,Low,Compensation is close to the circle-rate benchmark and largely disbursed,58.93,Medium,Title is disputed over fragmented holdings — objection risk at award,2,1,1,78.3,High,Competing heirship claims over the same parcel
29-022-009-232014,25.02,Low,Only 47% of the sanctioned award has actually been disbursed,66.36,High,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-009-442523,49.28,Medium,Only 26% of the sanctioned award has actually been disbursed,6.64,Low,"Clear title, no live litigation on record",4,3,0,96.8,Medium,3 heir claim(s) without documentary proof — mutation not established
29-022-011-013199,61.68,Medium,Compensation sanctioned is 33% below the circle-rate benchmark,58.14,Medium,Dispute at Filed with 3 matter(s) on file,3,1,0,96.1,Medium,1 heir claim(s) without documentary proof — mutation not established
29-022-013-419792,32.65,Low,Compensation is close to the circle-rate benchmark and largely disbursed,44.22,Medium,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-013-741762,20.79,Low,Compensation is close to the circle-rate benchmark and largely disbursed,7.06,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
29-022-015-076657,58.46,Medium,Compensation sanctioned is 40% below the circle-rate benchmark,38.19,Medium,Dispute at Under Hearing with 4 matter(s) on file,2,0,0,100.0,Low,All heirship claims documented
29-022-015-460690,60.55,Medium,Compensation sanctioned is 36% below the circle-rate benchmark,54.78,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,1,1,0,94.3,Medium,1 heir claim(s) without documentary proof — mutation not established
